id,name,type,path,line,description
torch/fx/passes/tools_common.py:Tensors,Tensors,variable,torch/fx/passes/tools_common.py,24,Variable Tensors
torch/fx/passes/tools_common.py:TensorOrTensors,TensorOrTensors,variable,torch/fx/passes/tools_common.py,25,Variable TensorOrTensors
torch/fx/passes/tools_common.py:is_node_output_tensor,is_node_output_tensor,function,torch/fx/passes/tools_common.py,90,"Checks if the node output produces a Tensor or not.

NOTE: This requires to run `ShapeProp` on the containing fx graph before
calling this function. This is because it works by checking the `type`
metadata on the node. This metadata is produced by the `ShapeProp`."
torch/fx/passes/tests/_test_split_utils.py:TestMoveNonTensorNodesOnBoundary,TestMoveNonTensorNodesOnBoundary,class,torch/fx/passes/tests/_test_split_utils.py,11,
torch/fx/passes/tests/_test_split_utils.py:test_move_non_tensor_nodes_basic_case,test_move_non_tensor_nodes_basic_case,function,torch/fx/passes/tests/_test_split_utils.py,52,Test basic case where non-tensor node should be moved.
torch/fx/passes/tests/_test_split_utils.py:test_no_movement_for_tensor_nodes,test_no_movement_for_tensor_nodes,function,torch/fx/passes/tests/_test_split_utils.py,96,Test that tensor nodes are not moved.
torch/jit/_pickle.py:build_tensorlist,build_tensorlist,function,torch/jit/_pickle.py,15,
torch/jit/_pickle.py:build_tensor_from_id,build_tensor_from_id,function,torch/jit/_pickle.py,27,
torch/jit/_shape_functions.py:zero_dim_tensor,zero_dim_tensor,function,torch/jit/_shape_functions.py,1057,
torch/jit/_shape_functions.py:_shape_as_tensor,_shape_as_tensor,function,torch/jit/_shape_functions.py,1228,
torch/jit/_shape_functions.py:tensor_dim,tensor_dim,variable,torch/jit/_shape_functions.py,116,Variable tensor_dim
torch/jit/_shape_functions.py:not_skipped_tensor,not_skipped_tensor,variable,torch/jit/_shape_functions.py,627,Annotated variable not_skipped_tensor
torch/jit/_shape_functions.py:unsqueezed_tensors,unsqueezed_tensors,variable,torch/jit/_shape_functions.py,648,Annotated variable unsqueezed_tensors
torch/jit/_shape_functions.py:dim_tensor1,dim_tensor1,variable,torch/jit/_shape_functions.py,675,Variable dim_tensor1
torch/jit/_shape_functions.py:dim_tensor2,dim_tensor2,variable,torch/jit/_shape_functions.py,676,Variable dim_tensor2
torch/jit/_shape_functions.py:tensor,tensor,variable,torch/jit/_shape_functions.py,637,Variable tensor
torch/jit/_shape_functions.py:not_skipped_tensor,not_skipped_tensor,variable,torch/jit/_shape_functions.py,630,Variable not_skipped_tensor
torch/jit/_shape_functions.py:batch_tensor1,batch_tensor1,variable,torch/jit/_shape_functions.py,689,Annotated variable batch_tensor1
torch/jit/_shape_functions.py:batch_tensor2,batch_tensor2,variable,torch/jit/_shape_functions.py,694,Annotated variable batch_tensor2
torch/jit/_trace.py:run_mod_and_filter_tensor_outputs,run_mod_and_filter_tensor_outputs,function,torch/jit/_trace.py,475,
torch/jit/_trace.py:tensor_compare_errors,tensor_compare_errors,variable,torch/jit/_trace.py,432,Variable tensor_compare_errors
torch/jit/_trace.py:mod_tensor_val,mod_tensor_val,variable,torch/jit/_trace.py,448,Variable mod_tensor_val
torch/jit/_trace.py:check_tensor_val,check_tensor_val,variable,torch/jit/_trace.py,449,Variable check_tensor_val
torch/jit/_trace.py:tensor_compare_errors,tensor_compare_errors,variable,torch/jit/_trace.py,457,Variable tensor_compare_errors
torch/jit/annotations.py:is_tensor,is_tensor,function,torch/jit/annotations.py,371,
torch/jit/supported_ops.py:_get_tensor_ops,_get_tensor_ops,function,torch/jit/supported_ops.py,59,
torch/jit/supported_ops.py:is_tensor_method,is_tensor_method,function,torch/jit/supported_ops.py,60,
torch/jit/unsupported_tensor_ops.py:_list_unsupported_tensor_ops,_list_unsupported_tensor_ops,function,torch/jit/unsupported_tensor_ops.py,58,
torch/jit/unsupported_tensor_ops.py:tensor_attrs,tensor_attrs,variable,torch/jit/unsupported_tensor_ops.py,13,Variable tensor_attrs
torch/jit/unsupported_tensor_ops.py:tensor,tensor,variable,torch/jit/unsupported_tensor_ops.py,14,Variable tensor
torch/jit/unsupported_tensor_ops.py:tensor_attrs,tensor_attrs,variable,torch/jit/unsupported_tensor_ops.py,33,Variable tensor_attrs
torch/jit/unsupported_tensor_ops.py:sorted_tensor_attrs,sorted_tensor_attrs,variable,torch/jit/unsupported_tensor_ops.py,37,Variable sorted_tensor_attrs
torch/linalg/__init__.py:tensorinv,tensorinv,variable,torch/linalg/__init__.py,2689,Variable tensorinv
torch/linalg/__init__.py:tensorsolve,tensorsolve,variable,torch/linalg/__init__.py,2757,Variable tensorsolve
torch/masked/maskedtensor/_ops_refs.py:_MASKEDTENSOR_FUNCTION_TABLE,_MASKEDTENSOR_FUNCTION_TABLE,variable,torch/masked/maskedtensor/_ops_refs.py,174,Variable _MASKEDTENSOR_FUNCTION_TABLE
torch/masked/maskedtensor/_ops_refs.py:_MASKEDTENSOR_DISPATCH_TABLE,_MASKEDTENSOR_DISPATCH_TABLE,variable,torch/masked/maskedtensor/_ops_refs.py,242,Annotated variable _MASKEDTENSOR_DISPATCH_TABLE
torch/masked/maskedtensor/_ops_refs.py:_sparse_coo_tensor_with_dims_and_tensors,_sparse_coo_tensor_with_dims_and_tensors,function,torch/masked/maskedtensor/_ops_refs.py,511,
torch/masked/maskedtensor/core.py:is_masked_tensor,is_masked_tensor,function,torch/masked/maskedtensor/core.py,18,"Returns True if the input is a MaskedTensor, else False

Args:
    a: any input

Examples:

    >>> # xdoctest: +SKIP
    >>> from torch.masked import MaskedTensor
    >>> data = torch.arange(6).reshape(2, 3)
    >>> mask = torch.tensor([[True, False, False], [True, True, False]])
    >>> mt = MaskedTensor(data, mask)
    >>> is_masked_tensor(mt)
    True"
torch/masked/maskedtensor/core.py:_tensors_match,_tensors_match,function,torch/masked/maskedtensor/core.py,37,
torch/masked/maskedtensor/core.py:_masked_tensor_str,_masked_tensor_str,function,torch/masked/maskedtensor/core.py,107,
torch/masked/maskedtensor/core.py:MaskedTensor,MaskedTensor,class,torch/masked/maskedtensor/core.py,144,
torch/masked/maskedtensor/core.py:to_tensor,to_tensor,function,torch/masked/maskedtensor/core.py,333,
torch/masked/maskedtensor/creation.py:masked_tensor,masked_tensor,function,torch/masked/maskedtensor/creation.py,17,
torch/masked/maskedtensor/creation.py:as_masked_tensor,as_masked_tensor,function,torch/masked/maskedtensor/creation.py,23,
torch/masked/maskedtensor/reductions.py:TENSOR_REDUCE_MAP,TENSOR_REDUCE_MAP,variable,torch/masked/maskedtensor/reductions.py,156,Variable TENSOR_REDUCE_MAP
torch/masked/maskedtensor/reductions.py:TENSOR_REDUCE_FNS,TENSOR_REDUCE_FNS,variable,torch/masked/maskedtensor/reductions.py,162,Variable TENSOR_REDUCE_FNS
torch/monitor/__init__.py:TensorboardEventHandler,TensorboardEventHandler,class,torch/monitor/__init__.py,13,"TensorboardEventHandler is an event handler that will write known events to
the provided SummaryWriter.

This currently only supports ``torch.monitor.Stat`` events which are logged
as scalars.

Example:
    >>> # xdoctest: +REQUIRES(env:TORCH_DOCTEST_MONITOR)
    >>> # xdoctest: +REQUIRES(module:tensorboard)
    >>> from torch.utils.tensorboard import SummaryWriter
    >>> from torch.monitor import TensorboardEventHandler, register_event_handler
    >>> writer = SummaryWriter(""log_dir"")
    >>> register_event_handler(TensorboardEventHandler(writer))"
torch/multiprocessing/reductions.py:rebuild_tensor,rebuild_tensor,function,torch/multiprocessing/reductions.py,109,
torch/multiprocessing/reductions.py:rebuild_meta_tensor,rebuild_meta_tensor,function,torch/multiprocessing/reductions.py,122,
torch/multiprocessing/reductions.py:rebuild_cuda_tensor,rebuild_cuda_tensor,function,torch/multiprocessing/reductions.py,154,
torch/multiprocessing/reductions.py:reduce_tensor,reduce_tensor,function,torch/multiprocessing/reductions.py,222,
torch/multiprocessing/reductions.py:rebuild_nested_tensor,rebuild_nested_tensor,function,torch/multiprocessing/reductions.py,402,
torch/multiprocessing/reductions.py:reduce_nested_tensor,reduce_nested_tensor,function,torch/multiprocessing/reductions.py,419,
torch/multiprocessing/reductions.py:rebuild_sparse_coo_tensor,rebuild_sparse_coo_tensor,function,torch/multiprocessing/reductions.py,444,
torch/multiprocessing/reductions.py:rebuild_sparse_compressed_tensor,rebuild_sparse_compressed_tensor,function,torch/multiprocessing/reductions.py,457,
torch/multiprocessing/reductions.py:reduce_sparse_tensor,reduce_sparse_tensor,function,torch/multiprocessing/reductions.py,477,
torch/multiprocessing/reductions.py:tensor_offset,tensor_offset,variable,torch/multiprocessing/reductions.py,354,Variable tensor_offset
torch/nested/__init__.py:as_nested_tensor,as_nested_tensor,function,torch/nested/__init__.py,27,"Constructs a nested tensor preserving autograd history from a tensor or a list / tuple of
tensors.

If a nested tensor is passed, it will be returned directly unless the device / dtype / layout
differ. Note that converting device / dtype will result in a copy, while converting layout
is not currently supported by this function.

If a non-nested tensor is passed, it is treated as a batch of constituents of consistent size.
A copy will be incurred if the passed device / dtype differ from those of the input OR if
the input is non-contiguous. Otherwise, the input's storage will be used directly.

If a tensor list is provided, tensors in the list are always copied during construction of
the nested tensor.

Args:
    ts (Tensor or List[Tensor] or Tuple[Tensor]): a tensor to treat as a nested tensor OR a
        list / tuple of tensors with the same ndim

Keyword arguments:
    dtype (:class:`torch.dtype`, optional): the desired type of returned nested tensor.
        Default: if None, same :class:`torch.dtype` as leftmost tensor in the list.
    device (:class:`torch.device`, optional): the desired device of returned nested tensor.
        Default: if None, same :class:`torch.device` as leftmost tensor in the list
    layout (:class:`torch.layout`, optional): the desired layout of returned nested tensor.
        Only strided and jagged layouts are supported. Default: if None, the strided layout.

Example::

    >>> a = torch.arange(3, dtype=torch.float, requires_grad=True)
    >>> b = torch.arange(5, dtype=torch.float, requires_grad=True)
    >>> nt = torch.nested.as_nested_tensor([a, b])
    >>> nt.is_leaf
    False
    >>> fake_grad = torch.nested.nested_tensor([torch.ones_like(a), torch.zeros_like(b)])
    >>> nt.backward(fake_grad)
    >>> a.grad
    tensor([1., 1., 1.])
    >>> b.grad
    tensor([0., 0., 0., 0., 0.])
    >>> c = torch.randn(3, 5, requires_grad=True)
    >>> nt2 = torch.nested.as_nested_tensor(c)"
torch/nested/__init__.py:to_padded_tensor,to_padded_tensor,variable,torch/nested/__init__.py,160,Variable to_padded_tensor
torch/nested/__init__.py:nested_tensor,nested_tensor,function,torch/nested/__init__.py,216,"Constructs a nested tensor with no autograd history (also known as a ""leaf tensor"", see
:ref:`Autograd mechanics <autograd-mechanics>`) from :attr:`tensor_list` a list of tensors.

Args:
    tensor_list (List[array_like]): a list of tensors, or anything that can be passed to torch.tensor,
    where each element of the list has the same dimensionality.

Keyword arguments:
    dtype (:class:`torch.dtype`, optional): the desired type of returned nested tensor.
        Default: if None, same :class:`torch.dtype` as leftmost tensor in the list.
    layout (:class:`torch.layout`, optional): the desired layout of returned nested tensor.
        Only strided and jagged layouts are supported. Default: if None, the strided layout.
    device (:class:`torch.device`, optional): the desired device of returned nested tensor.
        Default: if None, same :class:`torch.device` as leftmost tensor in the list
    requires_grad (bool, optional): If autograd should record operations on the
        returned nested tensor. Default: ``False``.
    pin_memory (bool, optional): If set, returned nested tensor would be allocated in
        the pinned memory. Works only for CPU tensors. Default: ``False``.

Example::

    >>> a = torch.arange(3, dtype=torch.float, requires_grad=True)
    >>> b = torch.arange(5, dtype=torch.float, requires_grad=True)
    >>> nt = torch.nested.nested_tensor([a, b], requires_grad=True)
    >>> nt.is_leaf
    True"
torch/nested/__init__.py:nested_tensor_from_jagged,nested_tensor_from_jagged,function,torch/nested/__init__.py,365,"Constructs a jagged layout nested tensor from the given jagged components. The jagged layout
consists of a required values buffer with the jagged dimension packed into a single dimension.
The offsets / lengths metadata determines how this dimension is split into batch elements
and are expected to be allocated on the same device as the values buffer.

Expected metadata formats:
    * offsets: Indices within the packed dimension splitting it into heterogeneously-sized
      batch elements. Example: [0, 2, 3, 6] indicates that a packed jagged dim of size 6
      should be conceptually split into batch elements of length [2, 1, 3]. Note that both the
      beginning and ending offsets are required for kernel convenience (i.e. shape batch_size + 1).
    * lengths: Lengths of the individual batch elements; shape == batch_size. Example: [2, 1, 3]
      indicates that a packed jagged dim of size 6 should be conceptually split into batch
      elements of length [2, 1, 3].

Note that it can be useful to provide both offsets and lengths. This describes a nested tensor
with ""holes"", where the offsets indicate the start position of each batch item and the length
specifies the total number of elements (see example below).

The returned jagged layout nested tensor will be a view of the input values tensor.

Args:
    values (:class:`torch.Tensor`): The underlying buffer in the shape of
        (sum_B(*), D_1, ..., D_N). The jagged dimension is packed into a single dimension,
        with the offsets / lengths metadata used to distinguish batch elements.
    offsets (optional :class:`torch.Tensor`): Offsets into the jagged dimension of shape B + 1.
    lengths (optional :class:`torch.Tensor`): Lengths of the batch elements of shape B.
    jagged_dim (optional int): Indicates which dimension in values is the packed jagged
        dimension. Must be >= 1 as the batch dimension (dim=0) cannot be ragged.
        If None, this is set to dim=1 (i.e. the dimension immediately following the batch dimension). Default: None
    min_seqlen (optional int): If set, uses the specified value as the cached minimum sequence
        length for the returned nested tensor. This can be a useful alternative to computing
        this value on-demand, possibly avoiding a GPU -> CPU sync. Default: None
    max_seqlen (optional int): If set, uses the specified value as the cached maximum sequence
        length for the returned nested tensor. This can be a useful alternative to computing
        this value on-demand, possibly avoiding a GPU -> CPU sync. Default: None

Example::

    >>> values = torch.randn(12, 5)
    >>> offsets = torch.tensor([0, 3, 5, 6, 10, 12])
    >>> nt = nested_tensor_from_jagged(values, offsets)
    >>> # 3D shape with the middle dimension jagged
    >>> nt.shape
    torch.Size([5, j2, 5])
    >>> # Length of each item in the batch:
    >>> offsets.diff()
    tensor([3, 2, 1, 4, 2])

    >>> values = torch.randn(6, 5)
    >>> offsets = torch.tensor([0, 2, 3, 6])
    >>> lengths = torch.tensor([1, 1, 2])
    >>> # NT with holes
    >>> nt = nested_tensor_from_jagged(values, offsets, lengths)
    >>> a, b, c = nt.unbind()
    >>> # Batch item 1 consists of indices [0, 1)
    >>> torch.equal(a, values[0:1, :])
    True
    >>> # Batch item 2 consists of indices [2, 3)
    >>> torch.equal(b, values[2:3, :])
    True
    >>> # Batch item 3 consists of indices [3, 5)
    >>> torch.equal(c, values[3:5, :])
    True"
torch/nested/__init__.py:is_tensor_list,is_tensor_list,variable,torch/nested/__init__.py,76,Variable is_tensor_list
torch/nested/__init__.py:list_of_tensors,list_of_tensors,variable,torch/nested/__init__.py,265,Variable list_of_tensors
torch/nested/_internal/nested_tensor.py:_tensor_id_counter,_tensor_id_counter,variable,torch/nested/_internal/nested_tensor.py,11,Variable _tensor_id_counter
torch/nested/_internal/nested_tensor.py:_tensor_symint_registry,_tensor_symint_registry,variable,torch/nested/_internal/nested_tensor.py,12,Variable _tensor_symint_registry
torch/nested/_internal/nested_tensor.py:get_tensor_symint,get_tensor_symint,function,torch/nested/_internal/nested_tensor.py,15,
torch/nested/_internal/nested_tensor.py:_store_val_in_tensor,_store_val_in_tensor,function,torch/nested/_internal/nested_tensor.py,39,
torch/nested/_internal/nested_tensor.py:_load_val_from_tensor,_load_val_from_tensor,function,torch/nested/_internal/nested_tensor.py,44,
torch/nested/_internal/nested_tensor.py:NestedTensor,NestedTensor,class,torch/nested/_internal/nested_tensor.py,53,
torch/nested/_internal/nested_tensor.py:jagged_from_tensor_and_lengths,jagged_from_tensor_and_lengths,function,torch/nested/_internal/nested_tensor.py,541,"Constructs a NestedTensor backed by jagged layout from a tensor, starts of sequences, and sequence lengths"
torch/nested/_internal/nested_tensor.py:tensor,tensor,variable,torch/nested/_internal/nested_tensor.py,20,Variable tensor
torch/nested/_internal/nested_tensor.py:tensor_symint,tensor_symint,variable,torch/nested/_internal/nested_tensor.py,26,Variable tensor_symint
torch/nested/_internal/nested_tensor.py:_max_seqlen_tensor,_max_seqlen_tensor,function,torch/nested/_internal/nested_tensor.py,211,
torch/nested/_internal/nested_tensor.py:_max_seqlen_tensor,_max_seqlen_tensor,function,torch/nested/_internal/nested_tensor.py,215,
torch/nested/_internal/nested_tensor.py:_min_seqlen_tensor,_min_seqlen_tensor,function,torch/nested/_internal/nested_tensor.py,219,
torch/nested/_internal/nested_tensor.py:_min_seqlen_tensor,_min_seqlen_tensor,function,torch/nested/_internal/nested_tensor.py,223,
torch/nested/_internal/nested_tensor.py:__tensor_flatten__,__tensor_flatten__,function,torch/nested/_internal/nested_tensor.py,295,
torch/nested/_internal/nested_tensor.py:__tensor_unflatten__,__tensor_unflatten__,function,torch/nested/_internal/nested_tensor.py,310,
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,632,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,636,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,654,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,658,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,676,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,680,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:tensor_symint,tensor_symint,variable,torch/nested/_internal/nested_tensor.py,28,Variable tensor_symint
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,160,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,163,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,184,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,196,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:inner_tensors,inner_tensors,variable,torch/nested/_internal/nested_tensor.py,300,Variable inner_tensors
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,321,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,322,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,634,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,638,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,656,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,660,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,678,Variable min_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,682,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:max_seqlen_tensor,max_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,191,Variable max_seqlen_tensor
torch/nested/_internal/nested_tensor.py:min_seqlen_tensor,min_seqlen_tensor,variable,torch/nested/_internal/nested_tensor.py,203,Variable min_seqlen_tensor
torch/nested/_internal/ops.py:tensor_attr_supported_getter,tensor_attr_supported_getter,function,torch/nested/_internal/ops.py,500,
torch/nested/_internal/ops.py:tensor_attr_unsupported_getter,tensor_attr_unsupported_getter,function,torch/nested/_internal/ops.py,531,
torch/nested/_internal/ops.py:split_tensor,split_tensor,function,torch/nested/_internal/ops.py,1025,
torch/nested/_internal/ops.py:broadcast_tensors,broadcast_tensors,function,torch/nested/_internal/ops.py,1438,
torch/nested/_internal/ops.py:slice_tensor,slice_tensor,function,torch/nested/_internal/ops.py,1932,
torch/nested/_internal/ops.py:to_padded_tensor_default,to_padded_tensor_default,function,torch/nested/_internal/ops.py,2382,
torch/nested/_internal/ops.py:_nested_from_padded_tensor_default,_nested_from_padded_tensor_default,function,torch/nested/_internal/ops.py,2445,
torch/nested/_internal/ops.py:frexp_Tensor,frexp_Tensor,function,torch/nested/_internal/ops.py,2703,
torch/nested/_internal/ops.py:tensors,tensors,variable,torch/nested/_internal/ops.py,1240,Variable tensors
torch/nested/_internal/ops.py:tensors,tensors,variable,torch/nested/_internal/ops.py,1247,Variable tensors
torch/nested/_internal/ops.py:tensors,tensors,variable,torch/nested/_internal/ops.py,1443,Variable tensors
torch/nested/_internal/ops.py:tensors,tensors,variable,torch/nested/_internal/ops.py,2292,Variable tensors
torch/nested/_internal/ops.py:num_tensor_args,num_tensor_args,variable,torch/nested/_internal/ops.py,266,Variable num_tensor_args
torch/nested/_internal/sdpa.py:_is_safe_to_get_storage_as_tensor,_is_safe_to_get_storage_as_tensor,function,torch/nested/_internal/sdpa.py,367,
torch/nested/_internal/sdpa.py:n_tensors,n_tensors,variable,torch/nested/_internal/sdpa.py,382,Variable n_tensors
torch/nested/_internal/sdpa.py:tensor,tensor,variable,torch/nested/_internal/sdpa.py,635,Variable tensor
torch/nested/_internal/sdpa.py:get_strided_layout_nested_tensor,get_strided_layout_nested_tensor,function,torch/nested/_internal/sdpa.py,905,
torch/nested/_internal/sdpa.py:tensor_list,tensor_list,variable,torch/nested/_internal/sdpa.py,908,Variable tensor_list
torch/nn/common_types.py:_tensor_list_t,_tensor_list_t,variable,torch/nn/common_types.py,41,Annotated variable _tensor_list_t
torch/nn/parameter.py:UninitializedTensorMixin,UninitializedTensorMixin,class,torch/nn/parameter.py,107,
torch/nn/attention/flex_attention.py:_TENSOR_ATTRS,_TENSOR_ATTRS,variable,torch/nn/attention/flex_attention.py,555,Variable _TENSOR_ATTRS
torch/nn/attention/flex_attention.py:mask_tensor,mask_tensor,variable,torch/nn/attention/flex_attention.py,1277,Variable mask_tensor
torch/nn/attention/flex_attention.py:tensors,tensors,variable,torch/nn/attention/flex_attention.py,994,Variable tensors
torch/nn/attention/flex_attention.py:tensors,tensors,variable,torch/nn/attention/flex_attention.py,1016,Variable tensors
torch/nn/modules/activation.py:tensor_args,tensor_args,variable,torch/nn/modules/activation.py,1398,Variable tensor_args
torch/nn/modules/module.py:should_use_swap_tensors,should_use_swap_tensors,variable,torch/nn/modules/module.py,953,Variable should_use_swap_tensors
torch/nn/modules/module.py:use_swap_tensors,use_swap_tensors,variable,torch/nn/modules/module.py,2413,Variable use_swap_tensors
torch/nn/modules/module.py:p_should_use_swap_tensors,p_should_use_swap_tensors,variable,torch/nn/modules/module.py,968,Variable p_should_use_swap_tensors
torch/nn/modules/module.py:tensor,tensor,variable,torch/nn/modules/module.py,585,Variable tensor
torch/nn/modules/transformer.py:tensor_args,tensor_args,variable,torch/nn/modules/transformer.py,494,Variable tensor_args
torch/nn/modules/transformer.py:tensor_args,tensor_args,variable,torch/nn/modules/transformer.py,874,Variable tensor_args
torch/nn/parallel/comm.py:tensor,tensor,variable,torch/nn/parallel/comm.py,37,Variable tensor
torch/nn/parallel/comm.py:tensors,tensors,variable,torch/nn/parallel/comm.py,66,Variable tensors
torch/nn/parallel/comm.py:dense_tensors,dense_tensors,variable,torch/nn/parallel/comm.py,143,Annotated variable dense_tensors
torch/nn/parallel/comm.py:tensor,tensor,variable,torch/nn/parallel/comm.py,205,Variable tensor
torch/nn/parallel/comm.py:tensors,tensors,variable,torch/nn/parallel/comm.py,248,Variable tensors
torch/nn/parallel/comm.py:flat_tensors,flat_tensors,variable,torch/nn/parallel/comm.py,159,Variable flat_tensors
torch/nn/parallel/distributed.py:_find_tensors,_find_tensors,function,torch/nn/parallel/distributed.py,282,Recursively find all tensors contained in the specified object.
torch/nn/parallel/distributed.py:passthrough_tensor_list,passthrough_tensor_list,variable,torch/nn/parallel/distributed.py,1789,Variable passthrough_tensor_list
torch/nn/parallel/distributed.py:requires_sync_tensor,requires_sync_tensor,variable,torch/nn/parallel/distributed.py,1839,Variable requires_sync_tensor
torch/nn/parallel/distributed.py:requires_sync_tensor,requires_sync_tensor,variable,torch/nn/parallel/distributed.py,1841,Variable requires_sync_tensor
torch/nn/parallel/replicate.py:tensor_copies,tensor_copies,variable,torch/nn/parallel/replicate.py,108,Variable tensor_copies
torch/nn/utils/_named_member_accessor.py:set_tensor,set_tensor,function,torch/nn/utils/_named_member_accessor.py,12,
torch/nn/utils/_named_member_accessor.py:swap_tensor,swap_tensor,function,torch/nn/utils/_named_member_accessor.py,29,
torch/nn/utils/_named_member_accessor.py:orig_tensor,orig_tensor,variable,torch/nn/utils/_named_member_accessor.py,48,Annotated variable orig_tensor
torch/nn/utils/_named_member_accessor.py:get_tensor,get_tensor,function,torch/nn/utils/_named_member_accessor.py,165,"Get the tensor specified by the given path to value.

For example, to get the attribute mod.layer1.conv1.weight,
use accessor.get_tensor('layer1.conv1.weight')

Compare to mod.get_parameter(""layer1.conv1.weight""), this method will
cache the intermediate submodule access to speed up future lookups."
torch/nn/utils/_named_member_accessor.py:set_tensor,set_tensor,function,torch/nn/utils/_named_member_accessor.py,187,"Set the attribute specified by the given path to value.

For example, to set the attribute mod.layer1.conv1.weight,
use accessor.set_tensor(""layer1.conv1.weight"", value)"
torch/nn/utils/_named_member_accessor.py:del_tensor,del_tensor,function,torch/nn/utils/_named_member_accessor.py,197,"Delete the attribute specified by the given path.

For example, to delete the attribute mod.layer1.conv1.weight,
use accessor.del_tensor(""layer1.conv1.weight"")"
torch/nn/utils/_named_member_accessor.py:swap_tensor,swap_tensor,function,torch/nn/utils/_named_member_accessor.py,213,"Swap the attribute specified by the given path to value.

For example, to swap the attribute mod.layer1.conv1.weight,
use accessor.swap_tensor(""layer1.conv1.weight"", value)"
torch/nn/utils/_named_member_accessor.py:get_tensors,get_tensors,function,torch/nn/utils/_named_member_accessor.py,229,"Get the tensors specified by the given paths.

For example, to get the attributes mod.layer1.conv1.weight and
mod.layer1.conv1.bias, use accessor.get_tensors([""layer1.conv1.weight"",
""layer1.conv1.bias""])"
torch/nn/utils/_named_member_accessor.py:set_tensors,set_tensors,function,torch/nn/utils/_named_member_accessor.py,239,"Set the attributes specified by the given paths to values.

For example, to set the attributes mod.layer1.conv1.weight and
mod.layer1.conv1.bias, use accessor.set_tensors([""layer1.conv1.weight"",
""layer1.conv1.bias""], [weight, bias])"
torch/nn/utils/_named_member_accessor.py:set_tensors_dict,set_tensors_dict,function,torch/nn/utils/_named_member_accessor.py,260,"Set the attributes specified by the given paths to values.

For example, to set the attributes mod.layer1.conv1.weight and
mod.layer1.conv1.bias, use accessor.set_tensors_dict({
    ""layer1.conv1.weight"": weight,
    ""layer1.conv1.bias"": bias,
})"
torch/nn/utils/_named_member_accessor.py:del_tensors,del_tensors,function,torch/nn/utils/_named_member_accessor.py,273,"Delete the attributes specified by the given paths.

For example, to delete the attributes mod.layer1.conv1.weight and
mod.layer1.conv1.bias, use accessor.del_tensors([""layer1.conv1.weight"",
""layer1.conv1.bias""])"
